month,total.total,timeRange.start,timeRange.end
2001-10-02T00:00:00.000Z,438,2001-10-02T00:00:00.000Z,2001-10-03T00:00:00.000Z
2001-10-03T00:00:00.000Z,398,2001-10-03T00:00:00.000Z,2001-10-04T00:00:00.000Z
2001-10-04T00:00:00.000Z,348,2001-10-04T00:00:00.000Z,2001-10-05T00:00:00.000Z
2001-10-05T00:00:00.000Z,157,2001-10-05T00:00:00.000Z,2001-10-06T00:00:00.000Z
2001-10-06T00:00:00.000Z,171,2001-10-06T00:00:00.000Z,2001-10-07T00:00:00.000Z
2001-10-07T00:00:00.000Z,158,2001-10-07T00:00:00.000Z,2001-10-08T00:00:00.000Z
2001-10-08T00:00:00.000Z,246,2001-10-08T00:00:00.000Z,2001-10-09T00:00:00.000Z
2001-10-09T00:00:00.000Z,267,2001-10-09T00:00:00.000Z,2001-10-10T00:00:00.000Z
2001-10-10T00:00:00.000Z,327,2001-10-10T00:00:00.000Z,2001-10-11T00:00:00.000Z
2001-10-11T00:00:00.000Z,371,2001-10-11T00:00:00.000Z,2001-10-12T00:00:00.000Z
2001-10-12T00:00:00.000Z,355,2001-10-12T00:00:00.000Z,2001-10-13T00:00:00.000Z
2001-10-13T00:00:00.000Z,378,2001-10-13T00:00:00.000Z,2001-10-14T00:00:00.000Z
2001-10-14T00:00:00.000Z,568,2001-10-14T00:00:00.000Z,2001-10-15T00:00:00.000Z
2001-10-15T00:00:00.000Z,477,2001-10-15T00:00:00.000Z,2001-10-16T00:00:00.000Z
2001-10-16T00:00:00.000Z,503,2001-10-16T00:00:00.000Z,2001-10-17T00:00:00.000Z
2001-10-17T00:00:00.000Z,358,2001-10-17T00:00:00.000Z,2001-10-18T00:00:00.000Z
2001-10-18T00:00:00.000Z,401,2001-10-18T00:00:00.000Z,2001-10-19T00:00:00.000Z
2001-10-19T00:00:00.000Z,347,2001-10-19T00:00:00.000Z,2001-10-20T00:00:00.000Z
2001-10-20T00:00:00.000Z,202,2001-10-20T00:00:00.000Z,2001-10-21T00:00:00.000Z
2001-10-21T00:00:00.000Z,341,2001-10-21T00:00:00.000Z,2001-10-22T00:00:00.000Z
2001-10-22T00:00:00.000Z,294,2001-10-22T00:00:00.000Z,2001-10-23T00:00:00.000Z
2001-10-23T00:00:00.000Z,443,2001-10-23T00:00:00.000Z,2001-10-24T00:00:00.000Z
2001-10-24T00:00:00.000Z,285,2001-10-24T00:00:00.000Z,2001-10-25T00:00:00.000Z
2001-10-25T00:00:00.000Z,393,2001-10-25T00:00:00.000Z,2001-10-26T00:00:00.000Z
2001-10-26T00:00:00.000Z,416,2001-10-26T00:00:00.000Z,2001-10-27T00:00:00.000Z
2001-10-27T00:00:00.000Z,315,2001-10-27T00:00:00.000Z,2001-10-28T00:00:00.000Z
2001-10-28T00:00:00.000Z,297,2001-10-28T00:00:00.000Z,2001-10-29T00:00:00.000Z
2001-10-29T00:00:00.000Z,456,2001-10-29T00:00:00.000Z,2001-10-30T00:00:00.000Z
2001-10-30T00:00:00.000Z,615,2001-10-30T00:00:00.000Z,2001-10-31T00:00:00.000Z
2001-10-31T00:00:00.000Z,551,2001-10-31T00:00:00.000Z,2001-11-01T00:00:00.000Z
2001-11-01T00:00:00.000Z,493,2001-11-01T00:00:00.000Z,2001-11-02T00:00:00.000Z
2001-11-02T00:00:00.000Z,375,2001-11-02T00:00:00.000Z,2001-11-03T00:00:00.000Z
2001-11-03T00:00:00.000Z,269,2001-11-03T00:00:00.000Z,2001-11-04T00:00:00.000Z
2001-11-04T00:00:00.000Z,416,2001-11-04T00:00:00.000Z,2001-11-05T00:00:00.000Z
2001-11-05T00:00:00.000Z,478,2001-11-05T00:00:00.000Z,2001-11-06T00:00:00.000Z
2001-11-06T00:00:00.000Z,472,2001-11-06T00:00:00.000Z,2001-11-07T00:00:00.000Z
2001-11-07T00:00:00.000Z,518,2001-11-07T00:00:00.000Z,2001-11-08T00:00:00.000Z
2001-11-08T00:00:00.000Z,432,2001-11-08T00:00:00.000Z,2001-11-09T00:00:00.000Z
2001-11-09T00:00:00.000Z,421,2001-11-09T00:00:00.000Z,2001-11-10T00:00:00.000Z
2001-11-10T00:00:00.000Z,305,2001-11-10T00:00:00.000Z,2001-11-11T00:00:00.000Z
2001-11-11T00:00:00.000Z,245,2001-11-11T00:00:00.000Z,2001-11-12T00:00:00.000Z
2001-11-12T00:00:00.000Z,372,2001-11-12T00:00:00.000Z,2001-11-13T00:00:00.000Z
2001-11-13T00:00:00.000Z,317,2001-11-13T00:00:00.000Z,2001-11-14T00:00:00.000Z
2001-11-14T00:00:00.000Z,414,2001-11-14T00:00:00.000Z,2001-11-15T00:00:00.000Z
2001-11-15T00:00:00.000Z,442,2001-11-15T00:00:00.000Z,2001-11-16T00:00:00.000Z
2001-11-16T00:00:00.000Z,527,2001-11-16T00:00:00.000Z,2001-11-17T00:00:00.000Z
2001-11-17T00:00:00.000Z,498,2001-11-17T00:00:00.000Z,2001-11-18T00:00:00.000Z
2001-11-18T00:00:00.000Z,556,2001-11-18T00:00:00.000Z,2001-11-19T00:00:00.000Z
2001-11-19T00:00:00.000Z,901,2001-11-19T00:00:00.000Z,2001-11-20T00:00:00.000Z
2001-11-20T00:00:00.000Z,1080,2001-11-20T00:00:00.000Z,2001-11-21T00:00:00.000Z
2001-11-21T00:00:00.000Z,866,2001-11-21T00:00:00.000Z,2001-11-22T00:00:00.000Z
2001-11-22T00:00:00.000Z,601,2001-11-22T00:00:00.000Z,2001-11-23T00:00:00.000Z
2001-11-23T00:00:00.000Z,722,2001-11-23T00:00:00.000Z,2001-11-24T00:00:00.000Z
2001-11-24T00:00:00.000Z,411,2001-11-24T00:00:00.000Z,2001-11-25T00:00:00.000Z
2001-11-25T00:00:00.000Z,436,2001-11-25T00:00:00.000Z,2001-11-26T00:00:00.000Z
2001-11-26T00:00:00.000Z,851,2001-11-26T00:00:00.000Z,2001-11-27T00:00:00.000Z
2001-11-27T00:00:00.000Z,653,2001-11-27T00:00:00.000Z,2001-11-28T00:00:00.000Z
2001-11-28T00:00:00.000Z,684,2001-11-28T00:00:00.000Z,2001-11-29T00:00:00.000Z
2001-11-29T00:00:00.000Z,936,2001-11-29T00:00:00.000Z,2001-11-30T00:00:00.000Z
2001-11-30T00:00:00.000Z,1001,2001-11-30T00:00:00.000Z,2001-12-01T00:00:00.000Z
2001-12-01T00:00:00.000Z,804,2001-12-01T00:00:00.000Z,2001-12-02T00:00:00.000Z
2001-12-02T00:00:00.000Z,711,2001-12-02T00:00:00.000Z,2001-12-03T00:00:00.000Z
2001-12-03T00:00:00.000Z,1286,2001-12-03T00:00:00.000Z,2001-12-04T00:00:00.000Z
2001-12-04T00:00:00.000Z,1149,2001-12-04T00:00:00.000Z,2001-12-05T00:00:00.000Z
2001-12-05T00:00:00.000Z,1160,2001-12-05T00:00:00.000Z,2001-12-06T00:00:00.000Z
2001-12-06T00:00:00.000Z,1125,2001-12-06T00:00:00.000Z,2001-12-07T00:00:00.000Z
2001-12-07T00:00:00.000Z,1077,2001-12-07T00:00:00.000Z,2001-12-08T00:00:00.000Z
2001-12-08T00:00:00.000Z,883,2001-12-08T00:00:00.000Z,2001-12-09T00:00:00.000Z
2001-12-09T00:00:00.000Z,937,2001-12-09T00:00:00.000Z,2001-12-10T00:00:00.000Z
2001-12-10T00:00:00.000Z,1025,2001-12-10T00:00:00.000Z,2001-12-11T00:00:00.000Z
2001-12-11T00:00:00.000Z,914,2001-12-11T00:00:00.000Z,2001-12-12T00:00:00.000Z
2001-12-12T00:00:00.000Z,1051,2001-12-12T00:00:00.000Z,2001-12-13T00:00:00.000Z
2001-12-13T00:00:00.000Z,1085,2001-12-13T00:00:00.000Z,2001-12-14T00:00:00.000Z
2001-12-14T00:00:00.000Z,1250,2001-12-14T00:00:00.000Z,2001-12-15T00:00:00.000Z
2001-12-15T00:00:00.000Z,752,2001-12-15T00:00:00.000Z,2001-12-16T00:00:00.000Z
2001-12-16T00:00:00.000Z,747,2001-12-16T00:00:00.000Z,2001-12-17T00:00:00.000Z
2001-12-17T00:00:00.000Z,839,2001-12-17T00:00:00.000Z,2001-12-18T00:00:00.000Z
2001-12-18T00:00:00.000Z,672,2001-12-18T00:00:00.000Z,2001-12-19T00:00:00.000Z
2001-12-19T00:00:00.000Z,834,2001-12-19T00:00:00.000Z,2001-12-20T00:00:00.000Z
2001-12-20T00:00:00.000Z,670,2001-12-20T00:00:00.000Z,2001-12-21T00:00:00.000Z
2001-12-21T00:00:00.000Z,541,2001-12-21T00:00:00.000Z,2001-12-22T00:00:00.000Z
2001-12-22T00:00:00.000Z,545,2001-12-22T00:00:00.000Z,2001-12-23T00:00:00.000Z
2001-12-23T00:00:00.000Z,258,2001-12-23T00:00:00.000Z,2001-12-24T00:00:00.000Z
2001-12-24T00:00:00.000Z,471,2001-12-24T00:00:00.000Z,2001-12-25T00:00:00.000Z
2001-12-25T00:00:00.000Z,292,2001-12-25T00:00:00.000Z,2001-12-26T00:00:00.000Z
2001-12-26T00:00:00.000Z,437,2001-12-26T00:00:00.000Z,2001-12-27T00:00:00.000Z
2001-12-27T00:00:00.000Z,668,2001-12-27T00:00:00.000Z,2001-12-28T00:00:00.000Z
2001-12-28T00:00:00.000Z,437,2001-12-28T00:00:00.000Z,2001-12-29T00:00:00.000Z
2001-12-29T00:00:00.000Z,764,2001-12-29T00:00:00.000Z,2001-12-30T00:00:00.000Z
2001-12-30T00:00:00.000Z,567,2001-12-30T00:00:00.000Z,2001-12-31T00:00:00.000Z
2001-12-31T00:00:00.000Z,600,2001-12-31T00:00:00.000Z,2002-01-01T00:00:00.000Z
2002-01-01T00:00:00.000Z,508,2002-01-01T00:00:00.000Z,2002-01-02T00:00:00.000Z
2002-01-02T00:00:00.000Z,555,2002-01-02T00:00:00.000Z,2002-01-03T00:00:00.000Z
2002-01-03T00:00:00.000Z,578,2002-01-03T00:00:00.000Z,2002-01-04T00:00:00.000Z
2002-01-04T00:00:00.000Z,708,2002-01-04T00:00:00.000Z,2002-01-05T00:00:00.000Z
2002-01-05T00:00:00.000Z,565,2002-01-05T00:00:00.000Z,2002-01-06T00:00:00.000Z
2002-01-06T00:00:00.000Z,561,2002-01-06T00:00:00.000Z,2002-01-07T00:00:00.000Z
2002-01-07T00:00:00.000Z,543,2002-01-07T00:00:00.000Z,2002-01-08T00:00:00.000Z
2002-01-08T00:00:00.000Z,693,2002-01-08T00:00:00.000Z,2002-01-09T00:00:00.000Z
2002-01-09T00:00:00.000Z,766,2002-01-09T00:00:00.000Z,2002-01-10T00:00:00.000Z
2002-01-10T00:00:00.000Z,650,2002-01-10T00:00:00.000Z,2002-01-11T00:00:00.000Z
2002-01-11T00:00:00.000Z,771,2002-01-11T00:00:00.000Z,2002-01-12T00:00:00.000Z
2002-01-12T00:00:00.000Z,648,2002-01-12T00:00:00.000Z,2002-01-13T00:00:00.000Z
2002-01-13T00:00:00.000Z,571,2002-01-13T00:00:00.000Z,2002-01-14T00:00:00.000Z
2002-01-14T00:00:00.000Z,738,2002-01-14T00:00:00.000Z,2002-01-15T00:00:00.000Z
2002-01-15T00:00:00.000Z,691,2002-01-15T00:00:00.000Z,2002-01-16T00:00:00.000Z
2002-01-16T00:00:00.000Z,490,2002-01-16T00:00:00.000Z,2002-01-17T00:00:00.000Z
2002-01-17T00:00:00.000Z,796,2002-01-17T00:00:00.000Z,2002-01-18T00:00:00.000Z
2002-01-18T00:00:00.000Z,582,2002-01-18T00:00:00.000Z,2002-01-19T00:00:00.000Z
2002-01-19T00:00:00.000Z,417,2002-01-19T00:00:00.000Z,2002-01-20T00:00:00.000Z
2002-01-20T00:00:00.000Z,393,2002-01-20T00:00:00.000Z,2002-01-21T00:00:00.000Z
2002-01-21T00:00:00.000Z,568,2002-01-21T00:00:00.000Z,2002-01-22T00:00:00.000Z
2002-01-22T00:00:00.000Z,538,2002-01-22T00:00:00.000Z,2002-01-23T00:00:00.000Z
2002-01-23T00:00:00.000Z,506,2002-01-23T00:00:00.000Z,2002-01-24T00:00:00.000Z
2002-01-24T00:00:00.000Z,568,2002-01-24T00:00:00.000Z,2002-01-25T00:00:00.000Z
2002-01-25T00:00:00.000Z,406,2002-01-25T00:00:00.000Z,2002-01-26T00:00:00.000Z
2002-01-26T00:00:00.000Z,235,2002-01-26T00:00:00.000Z,2002-01-27T00:00:00.000Z
2002-01-27T00:00:00.000Z,680,2002-01-27T00:00:00.000Z,2002-01-28T00:00:00.000Z
2002-01-28T00:00:00.000Z,451,2002-01-28T00:00:00.000Z,2002-01-29T00:00:00.000Z
2002-01-29T00:00:00.000Z,464,2002-01-29T00:00:00.000Z,2002-01-30T00:00:00.000Z
2002-01-30T00:00:00.000Z,347,2002-01-30T00:00:00.000Z,2002-01-31T00:00:00.000Z
2002-01-31T00:00:00.000Z,283,2002-01-31T00:00:00.000Z,2002-02-01T00:00:00.000Z
2002-02-01T00:00:00.000Z,350,2002-02-01T00:00:00.000Z,2002-02-02T00:00:00.000Z
2002-02-02T00:00:00.000Z,570,2002-02-02T00:00:00.000Z,2002-02-03T00:00:00.000Z
2002-02-03T00:00:00.000Z,615,2002-02-03T00:00:00.000Z,2002-02-04T00:00:00.000Z
2002-02-04T00:00:00.000Z,676,2002-02-04T00:00:00.000Z,2002-02-05T00:00:00.000Z
2002-02-05T00:00:00.000Z,631,2002-02-05T00:00:00.000Z,2002-02-06T00:00:00.000Z
2002-02-06T00:00:00.000Z,461,2002-02-06T00:00:00.000Z,2002-02-07T00:00:00.000Z
2002-02-07T00:00:00.000Z,518,2002-02-07T00:00:00.000Z,2002-02-08T00:00:00.000Z
2002-02-08T00:00:00.000Z,569,2002-02-08T00:00:00.000Z,2002-02-09T00:00:00.000Z
2002-02-09T00:00:00.000Z,579,2002-02-09T00:00:00.000Z,2002-02-10T00:00:00.000Z
2002-02-10T00:00:00.000Z,651,2002-02-10T00:00:00.000Z,2002-02-11T00:00:00.000Z
2002-02-11T00:00:00.000Z,555,2002-02-11T00:00:00.000Z,2002-02-12T00:00:00.000Z
2002-02-12T00:00:00.000Z,594,2002-02-12T00:00:00.000Z,2002-02-13T00:00:00.000Z
2002-02-13T00:00:00.000Z,477,2002-02-13T00:00:00.000Z,2002-02-14T00:00:00.000Z
2002-02-14T00:00:00.000Z,589,2002-02-14T00:00:00.000Z,2002-02-15T00:00:00.000Z
2002-02-15T00:00:00.000Z,617,2002-02-15T00:00:00.000Z,2002-02-16T00:00:00.000Z
2002-02-16T00:00:00.000Z,588,2002-02-16T00:00:00.000Z,2002-02-17T00:00:00.000Z
2002-02-17T00:00:00.000Z,675,2002-02-17T00:00:00.000Z,2002-02-18T00:00:00.000Z
2002-02-18T00:00:00.000Z,591,2002-02-18T00:00:00.000Z,2002-02-19T00:00:00.000Z
2002-02-19T00:00:00.000Z,588,2002-02-19T00:00:00.000Z,2002-02-20T00:00:00.000Z
2002-02-20T00:00:00.000Z,727,2002-02-20T00:00:00.000Z,2002-02-21T00:00:00.000Z
2002-02-21T00:00:00.000Z,559,2002-02-21T00:00:00.000Z,2002-02-22T00:00:00.000Z
2002-02-22T00:00:00.000Z,611,2002-02-22T00:00:00.000Z,2002-02-23T00:00:00.000Z
2002-02-23T00:00:00.000Z,591,2002-02-23T00:00:00.000Z,2002-02-24T00:00:00.000Z
2002-02-24T00:00:00.000Z,823,2002-02-24T00:00:00.000Z,2002-02-25T00:00:00.000Z
2002-02-25T00:00:00.000Z,37483,2002-02-25T00:00:00.000Z,2002-02-26T00:00:00.000Z
2002-02-26T00:00:00.000Z,1128,2002-02-26T00:00:00.000Z,2002-02-27T00:00:00.000Z
2002-02-27T00:00:00.000Z,755,2002-02-27T00:00:00.000Z,2002-02-28T00:00:00.000Z
2002-02-28T00:00:00.000Z,742,2002-02-28T00:00:00.000Z,2002-03-01T00:00:00.000Z
2002-03-01T00:00:00.000Z,883,2002-03-01T00:00:00.000Z,2002-03-02T00:00:00.000Z
2002-03-02T00:00:00.000Z,771,2002-03-02T00:00:00.000Z,2002-03-03T00:00:00.000Z
2002-03-03T00:00:00.000Z,563,2002-03-03T00:00:00.000Z,2002-03-04T00:00:00.000Z
2002-03-04T00:00:00.000Z,943,2002-03-04T00:00:00.000Z,2002-03-05T00:00:00.000Z
2002-03-05T00:00:00.000Z,689,2002-03-05T00:00:00.000Z,2002-03-06T00:00:00.000Z
2002-03-06T00:00:00.000Z,894,2002-03-06T00:00:00.000Z,2002-03-07T00:00:00.000Z
2002-03-07T00:00:00.000Z,658,2002-03-07T00:00:00.000Z,2002-03-08T00:00:00.000Z
2002-03-08T00:00:00.000Z,769,2002-03-08T00:00:00.000Z,2002-03-09T00:00:00.000Z
2002-03-09T00:00:00.000Z,586,2002-03-09T00:00:00.000Z,2002-03-10T00:00:00.000Z
2002-03-10T00:00:00.000Z,860,2002-03-10T00:00:00.000Z,2002-03-11T00:00:00.000Z
2002-03-11T00:00:00.000Z,982,2002-03-11T00:00:00.000Z,2002-03-12T00:00:00.000Z
2002-03-12T00:00:00.000Z,755,2002-03-12T00:00:00.000Z,2002-03-13T00:00:00.000Z
2002-03-13T00:00:00.000Z,795,2002-03-13T00:00:00.000Z,2002-03-14T00:00:00.000Z
2002-03-14T00:00:00.000Z,901,2002-03-14T00:00:00.000Z,2002-03-15T00:00:00.000Z
2002-03-15T00:00:00.000Z,749,2002-03-15T00:00:00.000Z,2002-03-16T00:00:00.000Z
2002-03-16T00:00:00.000Z,597,2002-03-16T00:00:00.000Z,2002-03-17T00:00:00.000Z
2002-03-17T00:00:00.000Z,705,2002-03-17T00:00:00.000Z,2002-03-18T00:00:00.000Z
2002-03-18T00:00:00.000Z,723,2002-03-18T00:00:00.000Z,2002-03-19T00:00:00.000Z
2002-03-19T00:00:00.000Z,581,2002-03-19T00:00:00.000Z,2002-03-20T00:00:00.000Z
2002-03-20T00:00:00.000Z,805,2002-03-20T00:00:00.000Z,2002-03-21T00:00:00.000Z
2002-03-21T00:00:00.000Z,912,2002-03-21T00:00:00.000Z,2002-03-22T00:00:00.000Z
2002-03-22T00:00:00.000Z,1058,2002-03-22T00:00:00.000Z,2002-03-23T00:00:00.000Z
2002-03-23T00:00:00.000Z,853,2002-03-23T00:00:00.000Z,2002-03-24T00:00:00.000Z
2002-03-24T00:00:00.000Z,621,2002-03-24T00:00:00.000Z,2002-03-25T00:00:00.000Z
2002-03-25T00:00:00.000Z,848,2002-03-25T00:00:00.000Z,2002-03-26T00:00:00.000Z
2002-03-26T00:00:00.000Z,706,2002-03-26T00:00:00.000Z,2002-03-27T00:00:00.000Z
2002-03-27T00:00:00.000Z,968,2002-03-27T00:00:00.000Z,2002-03-28T00:00:00.000Z
2002-03-28T00:00:00.000Z,775,2002-03-28T00:00:00.000Z,2002-03-29T00:00:00.000Z
2002-03-29T00:00:00.000Z,808,2002-03-29T00:00:00.000Z,2002-03-30T00:00:00.000Z
2002-03-30T00:00:00.000Z,647,2002-03-30T00:00:00.000Z,2002-03-31T00:00:00.000Z
2002-03-31T00:00:00.000Z,867,2002-03-31T00:00:00.000Z,2002-04-01T00:00:00.000Z
2002-04-01T00:00:00.000Z,774,2002-04-01T00:00:00.000Z,2002-04-02T00:00:00.000Z
2002-04-02T00:00:00.000Z,838,2002-04-02T00:00:00.000Z,2002-04-03T00:00:00.000Z
2002-04-03T00:00:00.000Z,1059,2002-04-03T00:00:00.000Z,2002-04-04T00:00:00.000Z
2002-04-04T00:00:00.000Z,1069,2002-04-04T00:00:00.000Z,2002-04-05T00:00:00.000Z
2002-04-05T00:00:00.000Z,851,2002-04-05T00:00:00.000Z,2002-04-06T00:00:00.000Z
2002-04-06T00:00:00.000Z,1221,2002-04-06T00:00:00.000Z,2002-04-07T00:00:00.000Z
2002-04-07T00:00:00.000Z,809,2002-04-07T00:00:00.000Z,2002-04-08T00:00:00.000Z
2002-04-08T00:00:00.000Z,883,2002-04-08T00:00:00.000Z,2002-04-09T00:00:00.000Z
2002-04-09T00:00:00.000Z,999,2002-04-09T00:00:00.000Z,2002-04-10T00:00:00.000Z
2002-04-10T00:00:00.000Z,655,2002-04-10T00:00:00.000Z,2002-04-11T00:00:00.000Z
2002-04-11T00:00:00.000Z,704,2002-04-11T00:00:00.000Z,2002-04-12T00:00:00.000Z
2002-04-12T00:00:00.000Z,659,2002-04-12T00:00:00.000Z,2002-04-13T00:00:00.000Z
2002-04-13T00:00:00.000Z,812,2002-04-13T00:00:00.000Z,2002-04-14T00:00:00.000Z
2002-04-14T00:00:00.000Z,668,2002-04-14T00:00:00.000Z,2002-04-15T00:00:00.000Z
2002-04-15T00:00:00.000Z,731,2002-04-15T00:00:00.000Z,2002-04-16T00:00:00.000Z
2002-04-16T00:00:00.000Z,536,2002-04-16T00:00:00.000Z,2002-04-17T00:00:00.000Z
2002-04-17T00:00:00.000Z,791,2002-04-17T00:00:00.000Z,2002-04-18T00:00:00.000Z
2002-04-18T00:00:00.000Z,458,2002-04-18T00:00:00.000Z,2002-04-19T00:00:00.000Z
2002-04-19T00:00:00.000Z,591,2002-04-19T00:00:00.000Z,2002-04-20T00:00:00.000Z
2002-04-20T00:00:00.000Z,709,2002-04-20T00:00:00.000Z,2002-04-21T00:00:00.000Z
2002-04-21T00:00:00.000Z,695,2002-04-21T00:00:00.000Z,2002-04-22T00:00:00.000Z
2002-04-22T00:00:00.000Z,420,2002-04-22T00:00:00.000Z,2002-04-23T00:00:00.000Z
2002-04-23T00:00:00.000Z,374,2002-04-23T00:00:00.000Z,2002-04-24T00:00:00.000Z
2002-04-24T00:00:00.000Z,467,2002-04-24T00:00:00.000Z,2002-04-25T00:00:00.000Z
2002-04-25T00:00:00.000Z,577,2002-04-25T00:00:00.000Z,2002-04-26T00:00:00.000Z
2002-04-26T00:00:00.000Z,452,2002-04-26T00:00:00.000Z,2002-04-27T00:00:00.000Z
2002-04-27T00:00:00.000Z,669,2002-04-27T00:00:00.000Z,2002-04-28T00:00:00.000Z
2002-04-28T00:00:00.000Z,526,2002-04-28T00:00:00.000Z,2002-04-29T00:00:00.000Z
2002-04-29T00:00:00.000Z,295,2002-04-29T00:00:00.000Z,2002-04-30T00:00:00.000Z
2002-04-30T00:00:00.000Z,458,2002-04-30T00:00:00.000Z,2002-05-01T00:00:00.000Z
2002-05-01T00:00:00.000Z,467,2002-05-01T00:00:00.000Z,2002-05-02T00:00:00.000Z
2002-05-02T00:00:00.000Z,398,2002-05-02T00:00:00.000Z,2002-05-03T00:00:00.000Z
2002-05-03T00:00:00.000Z,510,2002-05-03T00:00:00.000Z,2002-05-04T00:00:00.000Z
2002-05-04T00:00:00.000Z,458,2002-05-04T00:00:00.000Z,2002-05-05T00:00:00.000Z
2002-05-05T00:00:00.000Z,607,2002-05-05T00:00:00.000Z,2002-05-06T00:00:00.000Z
2002-05-06T00:00:00.000Z,416,2002-05-06T00:00:00.000Z,2002-05-07T00:00:00.000Z
2002-05-07T00:00:00.000Z,380,2002-05-07T00:00:00.000Z,2002-05-08T00:00:00.000Z
2002-05-08T00:00:00.000Z,465,2002-05-08T00:00:00.000Z,2002-05-09T00:00:00.000Z
2002-05-09T00:00:00.000Z,306,2002-05-09T00:00:00.000Z,2002-05-10T00:00:00.000Z
2002-05-10T00:00:00.000Z,405,2002-05-10T00:00:00.000Z,2002-05-11T00:00:00.000Z
2002-05-11T00:00:00.000Z,423,2002-05-11T00:00:00.000Z,2002-05-12T00:00:00.000Z
2002-05-12T00:00:00.000Z,261,2002-05-12T00:00:00.000Z,2002-05-13T00:00:00.000Z
2002-05-13T00:00:00.000Z,304,2002-05-13T00:00:00.000Z,2002-05-14T00:00:00.000Z
2002-05-14T00:00:00.000Z,190,2002-05-14T00:00:00.000Z,2002-05-15T00:00:00.000Z
2002-05-15T00:00:00.000Z,431,2002-05-15T00:00:00.000Z,2002-05-16T00:00:00.000Z
2002-05-16T00:00:00.000Z,728,2002-05-16T00:00:00.000Z,2002-05-17T00:00:00.000Z
2002-05-17T00:00:00.000Z,518,2002-05-17T00:00:00.000Z,2002-05-18T00:00:00.000Z
2002-05-18T00:00:00.000Z,495,2002-05-18T00:00:00.000Z,2002-05-19T00:00:00.000Z
2002-05-19T00:00:00.000Z,764,2002-05-19T00:00:00.000Z,2002-05-20T00:00:00.000Z
2002-05-20T00:00:00.000Z,1266,2002-05-20T00:00:00.000Z,2002-05-21T00:00:00.000Z
2002-05-21T00:00:00.000Z,849,2002-05-21T00:00:00.000Z,2002-05-22T00:00:00.000Z
2002-05-22T00:00:00.000Z,890,2002-05-22T00:00:00.000Z,2002-05-23T00:00:00.000Z
2002-05-23T00:00:00.000Z,1063,2002-05-23T00:00:00.000Z,2002-05-24T00:00:00.000Z
2002-05-24T00:00:00.000Z,685,2002-05-24T00:00:00.000Z,2002-05-25T00:00:00.000Z
2002-05-25T00:00:00.000Z,985,2002-05-25T00:00:00.000Z,2002-05-26T00:00:00.000Z
2002-05-26T00:00:00.000Z,848,2002-05-26T00:00:00.000Z,2002-05-27T00:00:00.000Z
2002-05-27T00:00:00.000Z,1107,2002-05-27T00:00:00.000Z,2002-05-28T00:00:00.000Z
2002-05-28T00:00:00.000Z,723,2002-05-28T00:00:00.000Z,2002-05-29T00:00:00.000Z
2002-05-29T00:00:00.000Z,627,2002-05-29T00:00:00.000Z,2002-05-30T00:00:00.000Z
2002-05-30T00:00:00.000Z,968,2002-05-30T00:00:00.000Z,2002-05-31T00:00:00.000Z
2002-05-31T00:00:00.000Z,1003,2002-05-31T00:00:00.000Z,2002-06-01T00:00:00.000Z
2002-06-01T00:00:00.000Z,1031,2002-06-01T00:00:00.000Z,2002-06-02T00:00:00.000Z
2002-06-02T00:00:00.000Z,906,2002-06-02T00:00:00.000Z,2002-06-03T00:00:00.000Z
2002-06-03T00:00:00.000Z,652,2002-06-03T00:00:00.000Z,2002-06-04T00:00:00.000Z
2002-06-04T00:00:00.000Z,440,2002-06-04T00:00:00.000Z,2002-06-05T00:00:00.000Z
2002-06-05T00:00:00.000Z,589,2002-06-05T00:00:00.000Z,2002-06-06T00:00:00.000Z
2002-06-06T00:00:00.000Z,1120,2002-06-06T00:00:00.000Z,2002-06-07T00:00:00.000Z
2002-06-07T00:00:00.000Z,1358,2002-06-07T00:00:00.000Z,2002-06-08T00:00:00.000Z
2002-06-08T00:00:00.000Z,1026,2002-06-08T00:00:00.000Z,2002-06-09T00:00:00.000Z
2002-06-09T00:00:00.000Z,926,2002-06-09T00:00:00.000Z,2002-06-10T00:00:00.000Z
2002-06-10T00:00:00.000Z,1084,2002-06-10T00:00:00.000Z,2002-06-11T00:00:00.000Z
2002-06-11T00:00:00.000Z,1178,2002-06-11T00:00:00.000Z,2002-06-12T00:00:00.000Z
2002-06-12T00:00:00.000Z,1015,2002-06-12T00:00:00.000Z,2002-06-13T00:00:00.000Z
2002-06-13T00:00:00.000Z,1612,2002-06-13T00:00:00.000Z,2002-06-14T00:00:00.000Z
2002-06-14T00:00:00.000Z,1163,2002-06-14T00:00:00.000Z,2002-06-15T00:00:00.000Z
2002-06-15T00:00:00.000Z,1456,2002-06-15T00:00:00.000Z,2002-06-16T00:00:00.000Z
2002-06-16T00:00:00.000Z,1015,2002-06-16T00:00:00.000Z,2002-06-17T00:00:00.000Z
2002-06-17T00:00:00.000Z,1179,2002-06-17T00:00:00.000Z,2002-06-18T00:00:00.000Z
2002-06-18T00:00:00.000Z,1132,2002-06-18T00:00:00.000Z,2002-06-19T00:00:00.000Z
2002-06-19T00:00:00.000Z,1285,2002-06-19T00:00:00.000Z,2002-06-20T00:00:00.000Z
2002-06-20T00:00:00.000Z,1175,2002-06-20T00:00:00.000Z,2002-06-21T00:00:00.000Z
2002-06-21T00:00:00.000Z,1173,2002-06-21T00:00:00.000Z,2002-06-22T00:00:00.000Z
